
> orchestrator@0.1.0 dev
> next dev

⚠ Warning: Next.js inferred your workspace root, but it may not be correct.
 We detected multiple lockfiles and selected the directory of /Users/dev/Documents/GeminiHackathon/package-lock.json as the root directory.
 To silence this warning, set `turbopack.root` in your Next.js config, or consider removing one of the lockfiles if it's not needed.
   See https://nextjs.org/docs/app/api-reference/config/next-config-js/turbopack#root-directory for more information.
 Detected additional lockfiles: 
   * /Users/dev/Documents/GeminiHackathon/orchestrator/package-lock.json

▲ Next.js 16.1.6 (Turbopack)
- Local:         http://localhost:3000
- Network:       http://10.0.180.153:3000
- Environments: .env.local

✓ Starting...
✓ Ready in 683ms
 GET / 200 in 625ms (compile: 536ms, render: 89ms)
Firebase admin properly injected via root JSON key.
 GET /api/state 200 in 198ms (compile: 3ms, render: 195ms)
 GET /api/state 200 in 126ms (compile: 940µs, render: 125ms)
 GET /api/state 200 in 183ms (compile: 729µs, render: 182ms)
 GET /api/state 200 in 188ms (compile: 744µs, render: 188ms)
 GET /api/state 200 in 115ms (compile: 896µs, render: 114ms)
 GET /api/state 200 in 144ms (compile: 742µs, render: 143ms)
 GET /api/state 200 in 114ms (compile: 1157µs, render: 112ms)
 GET /api/state 200 in 177ms (compile: 965µs, render: 176ms)
 GET /api/state 200 in 120ms (compile: 841µs, render: 119ms)
 GET /api/state 200 in 157ms (compile: 819µs, render: 157ms)
 GET /api/state 200 in 198ms (compile: 1086µs, render: 197ms)
 GET /api/state 200 in 111ms (compile: 874µs, render: 110ms)
 GET /api/state 200 in 117ms (compile: 953µs, render: 117ms)
 GET /api/state 200 in 117ms (compile: 781µs, render: 116ms)
 GET /api/state 200 in 152ms (compile: 762µs, render: 151ms)
 GET /api/state 200 in 110ms (compile: 812µs, render: 109ms)
 GET /api/state 200 in 118ms (compile: 808µs, render: 118ms)
 GET /api/state 200 in 214ms (compile: 1204µs, render: 213ms)
 GET /api/state 200 in 113ms (compile: 975µs, render: 112ms)
 GET /api/state 200 in 163ms (compile: 1036µs, render: 162ms)
 GET /api/state 200 in 110ms (compile: 731µs, render: 110ms)
 GET /api/state 200 in 196ms (compile: 1221µs, render: 195ms)
 GET /api/state 200 in 286ms (compile: 914µs, render: 285ms)
 GET /api/state 200 in 178ms (compile: 722µs, render: 177ms)
 GET /api/state 200 in 120ms (compile: 721µs, render: 119ms)
 GET /api/state 200 in 113ms (compile: 795µs, render: 112ms)
 GET /api/state 200 in 111ms (compile: 866µs, render: 110ms)
 GET /api/state 200 in 203ms (compile: 1087µs, render: 202ms)
 GET /api/state 200 in 170ms (compile: 765µs, render: 169ms)
 GET /api/state 200 in 270ms (compile: 1925µs, render: 268ms)
 GET /api/state 200 in 118ms (compile: 826µs, render: 117ms)
 GET /api/state 200 in 119ms (compile: 760µs, render: 118ms)
 GET /api/state 200 in 218ms (compile: 2ms, render: 215ms)
 GET /api/state 200 in 141ms (compile: 1270µs, render: 139ms)
 GET /api/state 200 in 116ms (compile: 783µs, render: 115ms)
 GET /api/state 200 in 184ms (compile: 1012µs, render: 183ms)
